timestamp_python,acc_x_ms2,acc_y_ms2,acc_z_ms2
1750784781.2315962,0.0005791133735328913,0.0028618229553103447,0.020962130278348923
1750784781.2317717,0.0010441275080665946,0.0018962154863402247,0.01838795468211174
1750784781.231849,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2318962,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2319715,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.232023,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2321117,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2321544,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2321868,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2322216,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2322583,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2322862,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2323086,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2323313,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2323537,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2323766,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2323987,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2324214,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2324433,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2324662,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2324886,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2325113,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2325335,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2325563,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2325788,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2326012,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2326233,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.232646,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.232686,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.23271,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.232733,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2327552,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2327778,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2328002,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2328224,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2328446,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.2328672,0.0020855010952800512,0.000901567458640784,0.016713585704565048
1750784781.23289,0.0020855010952800512,0.000901567458640784,0.016713585704565048
