0.0410,-0.6322,0.2211
0.0425,-0.6222,0.2211
0.0228,-0.6388,0.2188
0.0246,-0.6291,0.2189
-0.0607,-0.4965,0.1233
-0.0576,-0.4872,0.1234
0.2615,-0.6819,0.4310
0.2598,-0.6733,0.4311
-0.0085,-0.4688,0.1321
-0.0054,-0.4604,0.1323
0.0233,-0.4530,0.2305
0.0256,-0.4444,0.2307
-0.0062,-0.4284,0.2189
-0.0034,-0.4304,0.2250
-0.0290,-0.4214,0.2252
-0.0108,-0.4938,0.1991
-0.0087,-0.4847,0.1993
0.0945,-0.5901,0.1935
0.0947,-0.5819,0.1937
0.0541,-0.5917,0.1926
0.0552,-0.5847,0.1928
0.1086,-0.6118,0.2743
0.1092,-0.6066,0.2744
-0.0051,-0.4269,0.2375
-0.0021,-0.4231,0.2376
-0.0562,-0.2896,0.1958
-0.0518,-0.2864,0.1959
-0.0077,-0.2863,0.2236
-0.0056,-0.2827,0.2237
0.0123,-0.2512,0.2370
0.0133,-0.2472,0.2371
0.0038,-0.1481,0.2277
0.0049,-0.1435,0.2278
0.0130,-0.0935,0.2244
0.0126,-0.0877,0.2246
-0.0564,-0.0685,0.1350
-0.0490,-0.0635,0.1353
0.0179,-0.1305,0.1104
0.0168,-0.1448,0.1537
0.0765,-0.1370,0.1540
0.0494,-0.0840,0.2463
0.0442,-0.0758,0.2465
0.0315,-0.0686,0.2504
0.0271,-0.0591,0.2507
0.0330,-0.1112,0.2284
0.0304,-0.0999,0.2288
-0.0067,-0.1488,0.1923
-0.0056,-0.1366,0.1928
-0.0361,-0.1510,0.1646
-0.0332,-0.1391,0.1651
-0.0222,-0.1667,0.2159
-0.0207,-0.1549,0.2165
-0.0228,-0.1495,0.3140
-0.0214,-0.1381,0.3145
-0.0045,-0.0864,0.2481
-0.0044,-0.0753,0.2487
0.0131,-0.0717,0.2372
0.0102,-0.0610,0.2378
0.0180,-0.0850,0.2300
0.0149,-0.0744,0.2305
-0.0032,-0.0685,0.1725
-0.0034,-0.0577,0.1731
0.0247,-0.1244,0.1809
0.0220,-0.1431,0.2580
0.0771,-0.1356,0.2584
-0.0263,-0.0001,0.2318
-0.0178,-0.0067,0.2315
0.0108,-0.0247,0.2340
0.0031,-0.0204,0.2342
0.0079,-0.0198,0.1829
0.0006,-0.0154,0.1832
-0.0774,0.0818,0.1945
-0.0716,0.0715,0.1939
-0.0373,0.0613,0.2292
-0.0339,0.0501,0.2286
0.0225,-0.0005,0.2664
0.0130,-0.0077,0.2659
0.0056,0.0320,0.2892
0.0032,0.0203,0.2885
-0.0140,0.0569,0.2616
-0.0132,0.0457,0.2611
0.0379,0.0292,0.2283
0.0303,0.0212,0.2279
0.0762,-0.0158,0.2350
0.0659,-0.0157,0.2350
0.0049,0.0191,0.2430
0.0036,0.0096,0.2425
0.0138,-0.0603,0.2334
0.0138,-0.1753,0.1382
-0.0208,-0.1649,0.1387
-0.0543,-0.1455,0.2015
-0.0494,-0.1366,0.2019
-0.0196,-0.1890,0.2550
-0.0174,-0.1804,0.2555
-0.0889,-0.0949,0.2689
-0.0805,-0.0906,0.2692
-0.0909,-0.0474,0.2513
-0.0810,-0.0470,0.2513
0.0309,-0.0422,0.2802
0.0235,-0.0393,0.2803
0.0250,-0.0202,0.2860
0.0159,-0.0224,0.2859
-0.0504,0.1237,0.2002
-0.0461,0.1107,0.1996
-0.0107,0.0753,0.2432
-0.0089,0.0626,0.2425
0.0538,0.0095,0.2266
0.0458,0.0036,0.2263
-0.0476,-0.0479,0.1966
-0.0383,-0.0441,0.1968
0.0749,-0.2185,0.1804
0.0734,-0.2122,0.1807
0.1155,-0.3134,0.2312
0.1129,-0.1930,0.2074
0.0050,-0.1911,0.2075
-0.1273,-0.0825,0.3031
-0.1148,-0.0876,0.3029
-0.1813,0.0213,0.3083
-0.1687,0.0087,0.3078
-0.0924,0.0222,0.2820
-0.0816,0.0079,0.2815
-0.0351,0.1076,0.3177
-0.0316,0.0876,0.3169
-0.0928,0.2949,0.2851
-0.0894,0.2761,0.2845
-0.1887,0.3101,0.0136
-0.1839,0.2950,0.0131
0.0768,0.0185,-0.0208
0.0657,0.0116,-0.0211
0.2585,-0.0590,0.1450
0.2479,-0.0613,0.1448
0.1152,-0.1848,0.2107
0.1106,-0.1813,0.2108
0.1015,-0.2757,0.4047
0.0996,-0.2731,0.4047
0.2846,-0.5493,0.3652
0.2830,-0.5504,0.3651
-0.0542,-0.2491,0.3268
-0.0448,-0.1220,0.4008
-0.1328,-0.1334,0.4006
-0.1905,0.1688,0.3964
-0.1800,0.1431,0.3958
-0.2601,0.5488,0.3187
-0.2540,0.5227,0.3182
-0.1154,0.5830,0.2173
-0.1132,0.5608,0.2170
-0.0198,0.5978,0.1222
-0.0196,0.5810,0.1220
0.0465,0.4875,0.0238
0.0455,0.4766,0.0236
0.1567,0.2527,0.0379
0.1518,0.2478,0.0378
-0.0061,0.2192,0.0868
-0.0049,0.2157,0.0868
0.0893,0.0215,0.2518
0.0807,0.0275,0.2518
0.0787,-0.1973,0.3022
0.0764,-0.1794,0.3024
0.0310,-0.2959,0.3134
0.0321,-0.2785,0.3137
-0.0374,-0.4456,0.2375
-0.0339,-0.4308,0.2378
-0.1274,-0.2625,0.3039
-0.1165,-0.0797,0.2491
-0.1297,-0.0756,0.2494
-0.1340,0.0527,0.1753
-0.1237,0.0477,0.1753
-0.0481,0.1219,0.1333
-0.0443,0.1122,0.1332
0.0076,0.1309,0.0840
0.0069,0.1221,0.0838
0.0795,-0.0064,0.1495
0.0695,-0.0036,0.1494
0.1127,-0.1962,0.2177
0.1079,-0.1854,0.2179
0.0537,-0.1976,0.2946
0.0520,-0.1871,0.2948
-0.0761,-0.1559,0.2795
-0.0702,-0.1475,0.2798
-0.0538,-0.1555,0.2574
-0.0495,-0.1480,0.2576
-0.0600,-0.0977,0.2124
-0.0540,-0.0927,0.2126
-0.1003,0.0792,0.2591
-0.0925,0.0682,0.2590
-0.0296,0.0619,0.2157
-0.0263,0.0485,0.2154
0.0222,0.0595,0.2271
0.0196,0.1059,0.2016
0.0447,0.0939,0.2013
0.0042,0.1060,0.1089
0.0032,0.0940,0.1087
0.0738,0.0236,0.2389
0.0642,0.0192,0.2387
0.0542,-0.0509,0.2889
0.0466,-0.0456,0.2888
0.0155,-0.1028,0.2555
0.0142,-0.0942,0.2556
0.0289,-0.1775,0.2689
0.0280,-0.1698,0.2690
-0.0846,-0.0899,0.2261
-0.0766,-0.0863,0.2263
-0.0759,-0.0307,0.2288
-0.0659,-0.0320,0.2290
-0.0196,0.0394,0.2718
-0.0161,0.0247,0.2717
0.0344,0.0371,0.2068
0.0281,0.0247,0.2065
-0.0267,0.1050,0.2171
-0.0241,0.0908,0.2170
-0.0159,0.1448,0.2600
-0.0148,0.1319,0.2599
0.0156,0.0849,0.2418
0.0137,0.0738,0.1783
0.0048,0.0146,0.1782
0.0283,-0.0641,0.1255
0.0244,-0.0549,0.1255
0.0196,-0.1254,0.1614
0.0183,-0.1157,0.1615
-0.0172,-0.1319,0.3255
-0.0157,-0.1231,0.3256
-0.0266,-0.1381,0.3449
-0.0244,-0.1304,0.3450
-0.0499,-0.0867,0.2853
-0.0445,-0.0812,0.2855
-0.0295,-0.0109,0.2809
-0.0197,-0.0120,0.2811
0.0048,0.0975,0.2976
0.0040,0.0837,0.2975
0.1056,0.0805,0.3212
0.0981,0.0716,0.3210
0.0415,0.0730,0.2514
0.0374,0.0625,0.2513
0.0924,0.0152,0.2344
0.0840,0.0122,0.2342
-0.0080,0.0701,0.2091
-0.0058,0.0597,0.2091
-0.0881,-0.0315,0.1279
-0.0772,-0.0281,0.1102
-0.0041,-0.1790,0.1103
-0.0774,-0.1068,0.2372
-0.0705,-0.1006,0.2374
-0.0696,-0.0946,0.3297
-0.0629,-0.0895,0.3299
-0.0645,-0.0196,0.4569
-0.0543,-0.0207,0.4572
0.0108,0.0532,0.5133
0.0075,0.0398,0.5131
0.1599,0.0086,0.6816
0.1507,0.0039,0.6814
0.2351,-0.0174,0.6943
0.2274,-0.0207,0.6942
0.1073,0.1572,0.3782
0.1044,0.1461,0.3782
0.0155,0.2919,-0.0022
0.0174,0.2810,-0.0022
0.0362,0.1552,-0.3324
0.0370,0.1466,-0.3323
0.0973,-0.0729,-0.2798
0.0927,-0.0641,-0.2799
0.2015,-0.3198,0.3673
0.2001,-0.3087,0.3673
0.2082,-0.3738,1.1569
0.2076,-0.3660,1.9585
0.0426,-0.0197,1.9584
-0.0514,0.5666,2.5232
-0.0480,0.5465,2.5233
-0.2842,1.7485,2.4301
-0.2847,1.7267,2.4302
-0.8489,2.8327,2.1083
-0.8556,2.8224,2.1082
-1.5191,3.3162,1.9679
-1.5354,3.3279,1.9676
-1.5924,2.4160,2.1106
-1.6195,2.4482,2.1103
-1.3692,1.3686,3.1426
-1.4071,1.4066,3.1428
-1.1910,0.5877,4.7870
-1.2333,0.6205,4.7876
-0.9973,0.3842,6.9431
-1.0376,0.4062,6.9441
-1.4003,0.9192,9.4907
-1.4292,0.9297,9.4915
-1.7788,1.3846,11.6203
-1.7957,1.3824,11.6207
-2.0716,1.8585,13.6915
-2.0805,1.8394,13.6914
-2.1955,2.3241,14.4520
-2.2057,2.8191,14.0882
-2.2802,2.7779,14.0885
-1.0614,1.6390,13.8019
-1.0903,1.6130,13.8029
-0.1999,1.2465,13.6187
-0.2302,1.2215,13.6200
0.8619,1.1645,14.0595
0.8322,1.1362,14.0612
1.7511,-0.1994,15.3961
1.7345,-0.2078,15.3971
1.3343,-1.6028,16.2688
1.3445,-1.6089,16.2684
0.5707,-2.7133,16.0813
0.5899,-2.7421,16.0810
0.0649,-3.7813,14.7479
0.0745,-3.8394,14.7492
-0.6067,-5.1090,13.1145
-0.6145,-5.1845,13.1182
-0.9064,-6.3281,11.3365
-0.9305,-6.4152,11.3431
-0.9122,-7.6234,9.0159
-0.9434,-7.7163,9.0251
0.2765,-10.0059,6.3631
0.2453,-10.1045,6.3750
1.4635,-11.0567,4.0168
1.4351,-10.8575,2.6088
2.1088,-10.9649,2.6251
1.6498,-10.3372,1.3900
1.6217,-10.4131,1.4040
0.1703,-9.1573,-0.6031
0.1281,-9.1982,-0.5927
-0.3134,-9.0904,-2.7613
-0.3756,-9.1237,-2.7495
-1.5114,-6.0288,-6.0163
-1.5904,-6.0794,-5.9981
-1.9030,-4.0289,-11.6966
-1.9844,-4.0901,-11.6739
-2.8812,-1.9603,-15.1787
-2.9502,-2.0450,-15.1504
-2.7220,-1.4020,-15.3600
-2.7824,-1.4979,-15.3276
-1.8129,-2.1854,-14.5856
-1.8631,-2.2824,-14.5518
-0.4757,-2.8977,-12.8359
-0.5196,-2.9849,-12.8034
0.5627,-3.4189,-11.4301
0.5309,-3.4925,-11.4020
0.6014,-3.3157,-10.7653
0.5784,-3.3756,-10.6546
-0.2493,-2.4733,-10.6345
-0.3478,-1.7216,-10.6364
-0.3702,-1.7567,-10.6201
-0.3845,-1.1842,-11.9237
-0.4023,-1.2122,-11.9104
-0.1984,-0.4232,-13.1947
-0.2038,-0.4633,-13.1795
-0.1673,0.7311,-13.1841
-0.1535,0.6754,-13.1667
0.2774,0.4342,-12.4363
0.3110,0.3714,-12.4195
0.5033,-0.0573,-10.8990
0.5518,-0.1257,-10.8816
0.2863,0.0076,-9.2227
0.3400,-0.0610,-9.2045
0.2094,-0.1673,-7.5298
0.2546,-0.2231,-7.5140
0.0502,0.0246,-6.1513
0.0802,-0.0122,-6.1403
0.2163,0.3348,-5.3959
0.2303,0.3182,-5.3909
0.1818,0.7886,-5.5302
0.1847,0.7888,-5.5308
0.4434,0.9669,-5.6248
0.4377,0.9787,-5.5824
0.2127,1.7971,-5.5888
-0.1597,1.9417,-5.4863
-0.1631,1.9637,-5.4953
0.4650,0.5792,-4.7922
0.4603,0.5988,-4.7998
0.8740,-0.5978,-3.4119
0.8702,-0.5908,-3.4142
1.2433,-1.6594,-1.2469
1.2503,-1.6609,-1.2474
1.0022,-1.7509,0.2657
1.0245,-1.7643,0.2678
0.2849,-0.7433,0.2271
0.3168,-0.7608,0.2296
-0.4616,0.4181,-0.1315
-0.4193,0.3947,-0.1275
-1.2201,1.4418,-0.2100
-1.1834,1.4326,-0.2111
-1.7615,1.9749,-0.0297
-1.7318,1.9777,-0.0348
-2.0099,1.8128,0.1908
-1.9878,1.8238,0.1832
-1.4728,1.0405,0.7973
-1.4556,1.0539,0.7894
-1.2119,0.4249,1.2880
-1.1968,0.4414,1.5496
-0.6406,-0.4537,1.5404
-0.4768,-0.5967,1.4712
-0.4707,-0.5837,1.4650
-0.2896,-0.6298,1.2407
-0.2879,-0.6206,1.2366
-0.2891,-0.0731,1.0303
-0.2879,-0.0663,1.0273
-0.3701,0.3255,0.7902
-0.3673,0.3309,0.7877
-0.2409,0.2458,0.5964
-0.2388,0.2561,0.5920
-0.2575,0.1798,0.5741
-0.2545,0.1929,0.5685
-0.0594,-0.3762,0.8522
-0.0617,-0.3554,0.8440
-0.0360,-0.8693,1.3294
-0.0355,-0.8508,1.3220
0.0063,-1.3199,1.5601
0.0086,-1.3056,1.5542
0.1069,-1.4929,1.4007
0.1072,-1.4828,1.3966
0.1009,-1.2450,1.2360
0.0970,-1.2369,1.2332
-0.0131,-0.9903,0.8918
-0.0216,-0.8192,0.3782
-0.0501,-0.8078,0.3754
-0.0108,-0.6167,-0.0161
-0.0297,-0.6043,-0.0187
-0.0256,-0.4293,-0.2452
-0.0449,-0.4159,-0.2479
0.0673,-0.4345,-0.4739
0.0470,-0.4218,-0.4761
0.2249,-0.3853,-0.4854
0.2055,-0.3763,-0.4862
0.4147,-0.2171,-0.5408
0.3978,-0.2124,-0.5404
0.5179,-0.1293,-0.7127
0.5041,-0.1241,-0.7128
0.5095,-0.1674,-0.7950
0.4971,-0.1605,-0.7958
0.5540,-0.0724,-0.8193
0.5428,-0.0692,-0.8189
0.3099,0.3434,-0.7401
0.3044,0.3396,-0.7379
0.0607,0.4507,-0.7501
0.0610,0.4446,-0.7478
-0.0528,0.4523,-0.6877
-0.0482,0.4433,-0.6850
-0.2230,0.5363,-0.5064
-0.2107,0.3498,-0.2314
-0.2373,0.3385,-0.2294
-0.1419,0.1318,0.0761
-0.1190,0.1215,0.0769
-0.0822,-0.0770,0.2685
-0.0605,-0.0754,0.2650
0.1598,-0.6443,0.4516
0.1753,-0.6401,0.4480
0.2219,-0.7485,0.4700
0.2348,-0.7445,0.4669
0.3153,-0.8034,0.3298
0.3227,-0.7978,0.3267
0.2904,-0.5612,0.2788
0.2914,-0.5519,0.2752
0.0345,0.0090,-0.0603
0.0270,0.0093,-0.0595
-0.2441,0.7374,-0.4156
-0.2459,0.7368,-0.4152
-0.2746,0.8820,-0.7159
-0.2794,0.8847,-0.7164
-0.2079,0.5900,-0.5516
-0.2117,0.5920,-0.5518
-0.1293,0.2631,0.1078
-0.1260,0.2607,0.1083
-0.0856,-0.1937,0.7575
-0.0804,-0.7577,1.1602
0.1116,-0.7516,1.1569
-0.0201,-0.4431,1.0804
-0.0073,-0.4388,1.0773
-0.3723,0.1494,0.4682
-0.3532,0.1501,0.4657
-0.1271,0.1186,-0.1625
-0.1191,0.1191,-0.1636
0.0687,0.1687,-0.4423
0.0617,0.1739,-0.4434
0.1468,0.0461,-0.4917
0.1331,0.0578,-0.4944
0.2873,-0.3208,-0.6014
0.2703,-0.2978,-0.6076
0.3703,-0.7450,-0.5436
0.3590,-0.7197,-0.5512
0.4480,-1.1519,-0.3021
0.4436,-1.1307,-0.3090
0.2471,-1.0187,-0.2001
0.2492,-1.0023,-0.2060
0.1521,-0.8923,-0.2356
0.1577,-0.8744,-0.2424
-0.1228,-0.4385,-0.4821
-0.1117,-0.4165,-0.4908
-0.4265,0.3575,-1.0677
-0.4169,0.6835,-1.7865
-0.4194,0.7031,-1.7937
-0.1975,0.5941,-2.2109
-0.1972,0.6200,-2.2193
0.1511,0.2248,-2.3446
0.1477,0.2508,-2.3525
0.3591,-0.2917,-2.3116
0.3552,-0.2684,-2.3185
0.3611,-0.6284,-2.0955
0.3610,-0.6071,-2.1020
0.2052,-0.8063,-1.9372
0.2108,-0.7845,-1.9445
-0.0040,-0.8345,-1.9466
0.0057,-0.8118,-1.9545
-0.1971,-0.2949,-2.1473
-0.1824,-0.2876,-2.1511
-0.4603,0.5959,-2.4823
-0.4451,0.6096,-2.4879
-0.6601,0.9824,-2.6372
-0.6467,1.0094,-2.6464
-0.6546,0.6273,-2.5871
-0.6423,0.6626,-2.5982
-0.6015,0.1163,-2.3217
-0.5861,0.1490,-2.3321
-0.5588,-0.4143,-1.8297
-0.5363,-0.8700,-1.4666
-0.7214,-0.8405,-1.4770
-0.6238,-1.1958,-1.2172
-0.5937,-1.1709,-1.2260
-0.6542,-0.9930,-1.1949
-0.6238,-0.9694,-1.2031
-0.4484,-0.9422,-1.5634
-0.4237,-0.9150,-1.5717
-0.1853,-0.1009,-1.8405
-0.1697,-0.0872,-1.8448
-0.0595,0.6495,-1.7847
-0.0499,0.6708,-1.7903
-0.0219,0.9652,-1.8813
-0.0130,0.9941,-1.8884
0.1323,0.3683,-1.9665
0.1413,0.3994,-1.9740
0.1147,-0.2783,-1.5389
0.1218,-0.2466,-1.5461
-0.1776,-0.7240,-1.0275
-0.1530,-0.6880,-1.0362
-0.3143,-1.3573,-0.6886
-0.2867,-1.3266,-0.6961
-0.5832,-1.3859,-0.6878
-0.5556,-1.3614,-0.6938
-0.6744,-1.1051,-0.7881
-0.6500,-0.6747,-0.8067
-0.6294,-0.6424,-0.8132
-0.5463,-0.4097,-0.9139
-0.5361,-0.3704,-0.9212
-0.1827,-0.5489,-0.8243
-0.1807,-0.5012,-0.8324
0.0609,-0.6797,-0.6782
0.0596,-0.6345,-0.6853
0.3120,-1.1216,-0.4226
0.3130,-1.0798,-0.4289
0.5777,-1.6294,-0.0972
0.5828,-1.5915,-0.1027
0.5822,-2.0170,-0.1625
0.5911,-1.9843,-0.1672
0.4933,-1.8766,0.0046
0.5031,-1.8480,0.0007
0.2058,-1.0281,0.2564
0.2146,-0.9991,0.2527
0.2044,-0.4219,0.2510
0.2083,-0.3892,0.2472
0.2566,-0.1765,-0.1524
0.2531,-0.1450,-0.1557
0.2220,0.2767,-0.5010
0.2175,0.2963,-0.5030
0.1370,0.2161,-0.8667
0.1348,-0.8284,-0.9223
0.3004,-0.7833,-0.9265
0.2560,-1.4504,-0.3850
0.2612,-1.4125,-0.3883
-0.1246,-1.2562,0.3757
-0.1109,-1.2254,0.3730
-0.0728,-1.0612,0.9123
-0.0563,-1.0310,0.9098
-0.0024,-0.5858,1.0904
0.0130,-0.5546,1.0880
0.1444,-0.0743,1.1291
0.1491,-0.0434,1.1272
0.2743,0.2283,0.9166
0.2731,0.2494,0.9155
0.3286,0.1430,0.5960
0.3221,0.1685,0.5948
0.2367,0.0566,0.3197
0.2257,0.0847,0.3187
-0.0603,0.0504,0.1199
-0.0561,0.0792,0.1187
-0.3047,-0.0682,0.0693
-0.2982,-0.0253,0.0679
-0.4350,-0.4554,0.2353
-0.4267,-0.4060,0.2342
-0.3092,-0.8257,0.9477
-0.2986,-0.9556,1.6230
-0.1656,-0.9184,1.6226
-0.1864,-0.8036,1.7444
-0.1704,-0.7727,1.7443
0.1426,-0.8911,1.6630
0.1503,-0.8636,1.6632
0.2771,-0.4780,1.4756
0.2756,-0.4527,1.4760
0.0406,-0.2438,1.0279
0.0377,-0.2120,1.0285
0.0609,-0.3305,0.9109
0.0531,-0.2947,0.9120
-0.0957,-0.5584,0.7359
-0.0960,-0.5243,0.7371
-0.7796,0.1842,1.6804
-0.7658,0.2032,1.6810
-0.4958,-0.4458,2.4501
-0.4780,-0.4178,2.4512
-0.7217,-0.6792,2.5062
-0.6986,-0.6524,2.5076
-0.8717,-0.6635,2.5817
-0.8498,-0.6423,2.5829
-0.5289,-0.8079,2.5169
-0.5167,-0.7905,2.5180
-0.3970,-0.5113,2.1851
-0.3905,-0.4405,1.6344
-0.3298,-0.4226,1.6355
-0.2251,-0.4107,1.1557
-0.2283,-0.3856,1.1574
-0.3692,0.0670,1.0547
-0.3680,0.0871,1.0561
-0.3227,0.2187,1.1142
-0.3196,0.2434,1.1161
-0.2614,0.0997,1.4236
-0.2505,0.1286,1.4261
-0.2819,0.1763,1.9310
-0.2660,0.2021,1.9335
-0.2556,0.2805,2.3269
-0.2385,0.3013,2.3291
-0.1918,0.0348,2.1791
-0.1736,0.0512,2.1810
-0.1144,0.0081,1.8747
-0.1014,0.0160,1.8758
-0.0628,0.0579,1.5113
-0.0569,0.0602,1.5116
0.1508,-0.0244,1.2261
0.1433,-0.0186,1.2265
0.3602,-0.2495,0.9740
0.3520,-0.2365,0.9751
0.4770,-0.2701,0.7990
0.4727,0.2675,0.7045
0.2230,0.2654,0.7044
-0.0424,0.7341,0.5247
-0.0332,0.7367,0.5252
-0.0209,0.6166,0.4923
-0.0112,0.6317,0.4941
0.0799,0.3656,0.9443
0.0884,0.3892,0.9471
0.0219,0.3501,1.5221
0.0341,0.3744,1.5252
-0.1895,0.2537,1.5857
-0.1708,0.2740,1.5887
-0.3088,0.0440,1.3891
-0.2857,0.0573,1.3916
-0.1249,-0.1338,1.1744
-0.1018,-0.1285,1.1760
-0.0162,-0.2302,0.9813
-0.0060,-0.2220,0.9828
-0.0205,-0.2171,0.7437
-0.0086,-0.2111,0.7451
0.1651,-0.4648,0.6183
0.1746,-0.4590,0.6195
0.3654,-0.7664,0.7272
0.3766,-0.7617,0.7284
0.4756,-0.7846,0.9087
0.4869,-0.5720,0.8961
0.3115,-0.5722,0.8969
0.1653,-0.3093,0.9823
0.1751,-0.3070,0.9832
0.2850,-0.0699,1.3090
0.2895,-0.0685,1.3095
0.0464,-0.0186,1.2315
0.0521,-0.0141,1.2324
-0.3645,0.0588,0.7610
-0.3470,0.0680,0.7633
-0.0568,-0.0253,0.6415
-0.0490,-0.0281,0.6417
0.0924,0.1278,0.6548
0.0937,0.1176,0.6535
0.0888,0.2806,0.5660
0.0967,0.2655,0.5646
-0.4252,0.5148,0.5104
-0.4052,0.5009,0.5101
0.0733,0.3346,1.0438
0.0802,0.3215,1.0427
0.1844,0.1497,1.3878
0.1880,0.1418,1.3871
0.0912,0.5340,2.0235
0.0995,0.5277,2.0234
-0.1951,0.8044,2.2804
-0.1822,0.7137,2.1164
-0.4178,0.7198,2.1181
-1.0599,0.6831,1.4220
-1.0481,0.6915,1.4240
-0.9418,0.3964,1.0883
-0.9383,0.3980,1.0888
-0.1074,-0.1056,1.4713
-0.1200,-0.1191,1.4686
0.3076,-0.4138,1.8311
0.2855,-0.4187,1.8288
0.6145,-0.7612,2.0791
0.5906,-0.7637,2.0771
0.8463,-1.2061,2.0194
0.8232,-1.2044,2.0180
0.4122,-0.8773,1.3456
0.3938,-0.8767,1.3445
-0.0623,-0.1606,0.8388
-0.0725,-0.1614,0.8380
-0.2423,0.1974,0.4831
-0.2455,0.1820,0.4811
-0.3057,0.3047,0.3100
-0.3048,0.2935,0.3088
-0.2260,0.4653,0.3580
-0.2272,0.4566,0.3569
-0.1191,0.2374,0.1171
-0.1183,-0.0942,-0.2512
-0.1463,-0.0816,-0.2498
0.1965,-0.4426,-0.1434
0.1845,-0.4305,-0.1427
0.1104,-0.4114,-0.0313
0.0998,-0.4043,-0.0310
0.0750,-0.4296,0.1602
0.0648,-0.4262,0.1600
0.0407,-0.3581,0.3198
0.0301,-0.3582,0.3192
-0.0549,-0.2822,0.3220
-0.0630,-0.2853,0.3213
0.0620,-0.2713,0.3737
0.0489,-0.2774,0.3723
-0.0327,-0.0937,0.2994
-0.0383,-0.1017,0.2982
-0.1430,0.1401,0.3336
-0.1455,0.1156,0.3308
-0.1039,0.3829,0.3891
-0.1111,0.3608,0.3864
0.0379,0.3216,0.3507
0.0267,0.3051,0.3486
0.1368,0.1463,0.2644
0.1213,0.1357,0.2627
0.1084,0.1541,0.1955
0.0954,0.1909,0.1283
0.0623,0.1828,0.1271
0.1206,-0.1143,0.1787
0.1052,-0.1054,0.1790
0.0993,-0.2118,0.2443
0.0876,-0.2009,0.2451
-0.0832,-0.0658,0.3914
-0.0804,-0.0625,0.3919
-0.0202,-0.0462,0.4386
-0.0178,-0.0454,0.4387
-0.0230,-0.0504,0.4437
-0.0216,-0.0491,0.4439
-0.1761,0.1111,0.3531
-0.1747,0.1004,0.3521
-0.0045,0.0110,0.5468
-0.0118,-0.0021,0.5454
-0.1169,-0.0546,0.3598
-0.1119,-0.0565,0.3598
-0.0445,0.0133,0.3765
-0.0443,0.0013,0.3754
0.0583,0.0004,0.3659
0.0436,-0.0076,0.3648
0.0445,0.0323,0.3109
0.0325,0.0217,0.3096
0.0529,0.0490,0.2187
0.0395,0.0086,0.2704
0.0801,0.0038,0.2697
0.2059,-0.2722,0.4218
0.1951,-0.2670,0.4221
0.0806,-0.3285,0.3015
0.0752,-0.3242,0.3018
-0.0998,-0.0873,0.2036
-0.0944,-0.0893,0.2035
-0.1143,0.0280,0.2683
-0.1087,0.0155,0.2673
-0.1450,0.0587,0.2160
-0.1403,0.0462,0.2151
-0.1342,-0.0221,0.1105
-0.1293,-0.0288,0.1101
-0.1052,0.0358,0.0637
-0.1022,0.0246,0.0629
-0.0047,0.1107,0.0243
-0.0119,0.0940,0.0229
-0.0287,-0.1274,0.1199
-0.0354,-0.1239,0.1201
-0.0056,-0.0219,0.1663
-0.0120,-0.0188,0.1664
0.0269,-0.1049,0.1879
0.0143,-0.1019,0.1880
0.0381,-0.4393,0.1677
